n,block_size,iteration,kernel_ms,total_ms,correct
1024,512,4,0.005856,0.024384,PASS
1024,512,5,0.004288,0.024768,PASS
1024,512,6,0.006752,0.02432,PASS
1024,512,7,0.00432,0.024768,PASS
1024,512,8,0.004576,0.023297,PASS
1024,512,9,0.00464,0.02384,PASS
1024,512,10,0.004672,0.025344,PASS
1024,512,11,0.005536,0.02512,PASS
1024,512,12,0.00464,0.025152,PASS
1024,512,13,0.006304,0.024417,PASS
1024,512,14,0.004256,0.024512,PASS
1024,512,15,0.006528,0.024512,PASS
1024,512,16,0.00448,0.0296,PASS
1024,512,17,0.004512,0.0256,PASS
1024,512,18,0.005888,0.024513,PASS
1024,512,19,0.004192,0.024768,PASS
1024,512,20,0.004288,0.025536,PASS
1024,512,21,0.004448,0.023328,PASS
1024,512,22,0.004672,0.02352,PASS
1024,512,23,0.00592,0.024577,PASS
1024,512,24,0.004384,0.024544,PASS
1024,512,25,0.004416,0.025664,PASS
1024,512,26,0.004096,0.02352,PASS
1024,512,27,0.004352,0.0256,PASS
1024,512,28,0.005856,0.024513,PASS
1024,512,29,0.005728,0.024448,PASS
1024,512,30,0.004288,0.023456,PASS
1024,512,31,0.005504,0.024672,PASS
1024,512,32,0.005824,0.024672,PASS
1024,512,33,0.005632,0.025569,PASS
1024,512,34,0.005696,0.025568,PASS
1024,512,35,0.005472,0.024512,PASS
1024,512,36,0.005664,0.024448,PASS
1024,512,37,0.00576,0.024448,PASS
1024,512,38,0.004256,0.024417,PASS
1024,512,39,0.00576,0.024768,PASS
1024,512,40,0.005504,0.024448,PASS
1024,512,41,0.005664,0.024448,PASS
1024,512,42,0.005696,0.024896,PASS
1024,512,43,0.004544,0.024352,PASS
1024,512,44,0.004736,0.024481,PASS
1024,512,45,0.004864,0.02544,PASS
1024,512,46,0.004288,0.025824,PASS
1024,512,47,0.006432,0.02656,PASS
1024,512,48,0.0056,0.024544,PASS
1024,512,49,0.004832,0.025697,PASS
1024,512,50,0.005632,0.026496,PASS
1024,512,51,0.00432,0.026496,PASS
1024,512,52,0.004768,0.0248,PASS
1024,512,53,0.005568,0.024416,PASS
1024,512,54,0.005536,0.024481,PASS
1024,512,55,0.004384,0.02464,PASS
1024,512,56,0.004448,0.036576,PASS
1024,512,57,0.003968,0.024608,PASS
1024,512,58,0.004416,0.024577,PASS
1024,512,59,0.005632,0.024544,PASS
1024,512,60,0.004384,0.023424,PASS
1024,512,61,0.005984,0.02272,PASS
1024,512,62,0.0056,0.023328,PASS
1024,512,63,0.004992,0.02352,PASS
1024,512,64,0.004096,0.023169,PASS
1024,512,65,0.00592,0.024064,PASS
1024,512,66,0.00592,0.023232,PASS
1024,512,67,0.006432,0.02384,PASS
1024,512,68,0.005184,0.02336,PASS
1024,512,69,0.006048,0.023393,PASS
1024,512,70,0.006496,0.023392,PASS
1024,512,71,0.005536,0.023488,PASS
1024,512,72,0.00464,0.023584,PASS
1024,512,73,0.004384,0.023872,PASS
1024,512,74,0.004704,0.024225,PASS
1024,512,75,0.00432,0.023232,PASS
1024,512,76,0.004704,0.023872,PASS
1024,512,77,0.005536,0.02464,PASS
1024,512,78,0.00592,0.023328,PASS
1024,512,79,0.005632,0.023392,PASS
1024,512,80,0.0056,0.023969,PASS
1024,512,81,0.005568,0.023296,PASS
1024,512,82,0.004352,0.023328,PASS
1024,512,83,0.004768,0.02368,PASS
1024,512,84,0.004704,0.02336,PASS
1024,512,85,0.004672,0.022817,PASS
1024,512,86,0.004576,0.023456,PASS
1024,512,87,0.004416,0.023328,PASS
1024,512,88,0.004832,0.02352,PASS
1024,512,89,0.004096,0.022944,PASS
1024,512,90,0.005856,0.022592,PASS
1024,512,91,0.005568,0.022305,PASS
1024,512,92,0.005632,0.02272,PASS
1024,512,93,0.004768,0.022464,PASS
1024,512,94,0.004128,0.022496,PASS
1024,512,95,0.005728,0.023712,PASS
1024,512,96,0.004512,0.022113,PASS
1024,512,97,0.00592,0.02256,PASS
1024,512,98,0.004832,0.03392,PASS
1024,512,99,0.00592,0.022336,PASS
2048,128,0,0.00704,0.047713,PASS
2048,128,1,0.00448,0.026304,PASS
2048,128,2,0.004352,0.024704,PASS
2048,128,3,0.006112,0.025504,PASS
2048,128,4,0.005824,0.025312,PASS
2048,128,5,0.007168,0.024897,PASS
2048,128,6,0.00496,0.02464,PASS
2048,128,7,0.004448,0.02528,PASS
2048,128,8,0.004704,0.024544,PASS
2048,128,9,0.005856,0.025472,PASS
2048,128,10,0.006432,0.024577,PASS
2048,128,11,0.004352,0.02448,PASS
2048,128,12,0.005888,0.024448,PASS
2048,128,13,0.004192,0.0248,PASS
2048,128,14,0.004288,0.025792,PASS
2048,128,15,0.006016,0.027169,PASS
2048,128,16,0.004384,0.025504,PASS
2048,128,17,0.004832,0.027744,PASS
2048,128,18,0.00592,0.026048,PASS
2048,128,19,0.00592,0.02496,PASS
2048,128,20,0.004992,0.024865,PASS
2048,128,21,0.005504,0.026208,PASS
2048,128,22,0.004704,0.02448,PASS
2048,128,23,0.004448,0.025792,PASS
2048,128,24,0.005792,0.025376,PASS
2048,128,25,0.0056,0.024609,PASS
2048,128,26,0.00448,0.025408,PASS
2048,128,27,0.004352,0.024864,PASS
2048,128,28,0.0056,0.02912,PASS
2048,128,29,0.004416,0.024704,PASS
2048,128,30,0.005504,0.025985,PASS
2048,128,31,0.006176,0.026208,PASS
2048,128,32,0.006016,0.024704,PASS
2048,128,33,0.006016,0.02544,PASS
2048,128,34,0.005568,0.024736,PASS
2048,128,35,0.004288,0.026433,PASS
2048,128,36,0.005152,0.025568,PASS
2048,128,37,0.004224,0.024512,PASS
2048,128,38,0.004256,0.024672,PASS
2048,128,39,0.005984,0.025536,PASS
2048,128,40,0.004768,0.026625,PASS
2048,128,41,0.005632,0.026464,PASS
2048,128,42,0.00608,0.025664,PASS
2048,128,43,0.00432,0.0248,PASS
2048,128,44,0.005536,0.027456,PASS
2048,128,45,0.005696,0.025505,PASS
2048,128,46,0.005824,0.026528,PASS
2048,128,47,0.004864,0.025664,PASS
2048,128,48,0.004896,0.0256,PASS
2048,128,49,0.006016,0.025408,PASS
2048,128,50,0.005024,0.026529,PASS
2048,128,51,0.005504,0.025536,PASS
2048,128,52,0.005792,0.026464,PASS
2048,128,53,0.004288,0.02672,PASS
2048,128,54,0.006624,0.025504,PASS
2048,128,55,0.004288,0.025729,PASS
2048,128,56,0.004384,0.026656,PASS
2048,128,57,0.004384,0.025312,PASS
2048,128,58,0.004352,0.02544,PASS
2048,128,59,0.004416,0.024736,PASS
2048,128,60,0.004576,0.025729,PASS
2048,128,61,0.004224,0.025504,PASS
2048,128,62,0.005952,0.025472,PASS
2048,128,63,0.005984,0.024928,PASS
2048,128,64,0.005696,0.025248,PASS
2048,128,65,0.004896,0.025633,PASS
2048,128,66,0.006336,0.025408,PASS
2048,128,67,0.00432,0.026272,PASS
2048,128,68,0.004544,0.024512,PASS
2048,128,69,0.006592,0.025952,PASS
2048,128,70,0.005952,0.026657,PASS
2048,128,71,0.005568,0.025056,PASS
2048,128,72,0.006592,0.025024,PASS
2048,128,73,0.0056,0.027616,PASS
2048,128,74,0.004352,0.025664,PASS
2048,128,75,0.00656,0.025121,PASS
2048,128,76,0.004352,0.025888,PASS
2048,128,77,0.005568,0.024608,PASS
2048,128,78,0.006112,0.025504,PASS
2048,128,79,0.004864,0.025568,PASS
2048,128,80,0.005664,0.024737,PASS
2048,128,81,0.005952,0.026336,PASS
2048,128,82,0.00448,0.026784,PASS
2048,128,83,0.005728,0.026528,PASS
2048,128,84,0.00592,0.025697,PASS
2048,128,85,0.006144,0.02752,PASS
2048,128,86,0.004768,0.026592,PASS
2048,128,87,0.005728,0.027808,PASS
2048,128,88,0.006656,0.026432,PASS
2048,128,89,0.004416,0.026497,PASS
2048,128,90,0.004384,0.027584,PASS
2048,128,91,0.004448,0.026528,PASS
2048,128,92,0.0056,0.026688,PASS
2048,128,93,0.005952,0.026688,PASS
2048,128,94,0.005504,0.025505,PASS
2048,128,95,0.005696,0.026144,PASS
2048,128,96,0.005664,0.02496,PASS
2048,128,97,0.006016,0.025408,PASS
2048,128,98,0.00576,0.025728,PASS
2048,128,99,0.004352,0.024321,PASS
2048,256,0,0.006176,0.050401,PASS
2048,256,1,0.004192,0.025888,PASS
2048,256,2,0.005952,0.02432,PASS
2048,256,3,0.004256,0.023552,PASS
2048,256,4,0.004224,0.024257,PASS
2048,256,5,0.00384,0.02336,PASS
2048,256,6,0.00432,0.023744,PASS
2048,256,7,0.004384,0.024288,PASS
2048,256,8,0.004032,0.023648,PASS
2048,256,9,0.005888,0.023393,PASS
2048,256,10,0.004064,0.024512,PASS
2048,256,11,0.005696,0.023552,PASS
2048,256,12,0.005696,0.023808,PASS
2048,256,13,0.058304,0.023328,PASS
2048,256,14,0.005568,0.025632,PASS
2048,256,15,0.005792,0.023585,PASS
2048,256,16,0.005856,0.023488,PASS
2048,256,17,0.005504,0.02448,PASS
2048,256,18,0.006016,0.023488,PASS
2048,256,19,0.00576,0.025472,PASS
2048,256,20,0.003936,0.024193,PASS
2048,256,21,0.003936,0.026144,PASS
2048,256,22,0.003872,0.030336,PASS
2048,256,23,0.004096,0.024864,PASS
2048,256,24,0.004032,0.024384,PASS
2048,256,25,0.004064,0.024353,PASS
2048,256,26,0.005696,0.025856,PASS
2048,256,27,0.004096,0.024512,PASS
2048,256,28,0.003936,0.024736,PASS
2048,256,29,0.003904,0.024128,PASS
2048,256,30,0.005728,0.023841,PASS
2048,256,31,0.003904,0.024352,PASS
2048,256,32,0.005824,0.024576,PASS
2048,256,33,0.005888,0.024448,PASS
2048,256,34,0.005728,0.023456,PASS
2048,256,35,0.005792,0.023329,PASS
2048,256,36,0.003872,0.024064,PASS
2048,256,37,0.00576,0.025536,PASS
2048,256,38,0.004352,0.025408,PASS
2048,256,39,0.003872,0.025664,PASS
2048,256,40,0.005472,0.023393,PASS
2048,256,41,0.00576,0.023584,PASS
2048,256,42,0.005952,0.02352,PASS
2048,256,43,0.004064,0.024416,PASS
2048,256,44,0.00576,0.023264,PASS
2048,256,45,0.003968,0.024064,PASS
2048,256,46,0.005824,0.024321,PASS
2048,256,47,0.005664,0.02432,PASS
2048,256,48,0.004128,0.024032,PASS
2048,256,49,0.005568,0.024288,PASS
2048,256,50,0.005696,0.023616,PASS
2048,256,51,0.005824,0.023777,PASS
2048,256,52,0.004512,0.022688,PASS
2048,256,53,0.005824,0.02352,PASS
2048,256,54,0.005504,0.024512,PASS
2048,256,55,0.005792,0.024608,PASS
2048,256,56,0.005568,0.025313,PASS
2048,256,57,0.005792,0.02432,PASS
2048,256,58,0.004128,0.023872,PASS
2048,256,59,0.005824,0.025312,PASS
2048,256,60,0.004,0.023904,PASS
2048,256,61,0.005728,0.024289,PASS
2048,256,62,0.004544,0.025248,PASS
2048,256,63,0.005728,0.029056,PASS
2048,256,64,0.004192,0.023296,PASS
2048,256,65,0.005856,0.025504,PASS
2048,256,66,0.005536,0.023489,PASS
2048,256,67,0.005664,0.023456,PASS
2048,256,68,0.005824,0.0248,PASS
2048,256,69,0.004128,0.025472,PASS
2048,256,70,0.005728,0.023296,PASS
2048,256,71,0.003904,0.024128,PASS
2048,256,72,0.005824,0.025921,PASS
2048,256,73,0.005952,0.024992,PASS
2048,256,74,0.004416,0.024544,PASS
2048,256,75,0.00576,0.023936,PASS
2048,256,76,0.004096,0.02592,PASS
2048,256,77,0.005792,0.024577,PASS
2048,256,78,0.005632,0.024224,PASS
2048,256,79,0.004,0.023744,PASS
2048,256,80,0.004096,0.023584,PASS
2048,256,81,0.005792,0.024416,PASS
2048,256,82,0.005984,0.024609,PASS
2048,256,83,0.005568,0.02336,PASS
2048,256,84,0.003904,0.0256,PASS
2048,256,85,0.005504,0.023584,PASS
2048,256,86,0.005664,0.024576,PASS
2048,256,87,0.00384,0.024576,PASS
2048,256,88,0.004416,0.024481,PASS
2048,256,89,0.00576,0.023424,PASS
2048,256,90,0.005664,0.023456,PASS
2048,256,91,0.005984,0.023584,PASS
2048,256,92,0.004128,0.02448,PASS
2048,256,93,0.0056,0.023937,PASS
2048,256,94,0.004672,0.024448,PASS
2048,256,95,0.004544,0.02544,PASS
2048,256,96,0.005632,0.023424,PASS
2048,256,97,0.005952,0.024224,PASS
2048,256,98,0.004128,0.023809,PASS
2048,256,99,0.00592,0.024576,PASS
2048,512,0,0.007136,0.052289,PASS
2048,512,1,0.004864,0.026816,PASS
2048,512,2,0.004384,0.023808,PASS
2048,512,3,0.00432,0.023072,PASS
2048,512,4,0.004064,0.022145,PASS
2048,512,5,0.00416,0.023136,PASS
2048,512,6,0.004128,0.023712,PASS
2048,512,7,0.00576,0.02336,PASS
2048,512,8,0.004608,0.023808,PASS
2048,512,9,0.005568,0.023649,PASS
2048,512,10,0.005536,0.024288,PASS
2048,512,11,0.004224,0.02272,PASS
2048,512,12,0.005664,0.02304,PASS
2048,512,13,0.005728,0.023296,PASS
2048,512,14,0.004352,0.023072,PASS
2048,512,15,0.004384,0.023617,PASS
2048,512,16,0.004192,0.023712,PASS
2048,512,17,0.004224,0.022592,PASS
2048,512,18,0.005632,0.024064,PASS
2048,512,19,0.005536,0.023552,PASS
2048,512,20,0.005568,0.023425,PASS
2048,512,21,0.004256,0.023104,PASS
2048,512,22,0.004416,0.024544,PASS
2048,512,23,0.005632,0.023904,PASS
2048,512,24,0.004224,0.02352,PASS
2048,512,25,0.005568,0.023169,PASS
2048,512,26,0.004448,0.023776,PASS
2048,512,27,0.004128,0.02352,PASS
2048,512,28,0.004224,0.023584,PASS
2048,512,29,0.005792,0.024064,PASS
2048,512,30,0.004256,0.023936,PASS
2048,512,31,0.00432,0.023905,PASS
2048,512,32,0.004448,0.023072,PASS
2048,512,33,0.004224,0.023648,PASS
2048,512,34,0.005984,0.023392,PASS
2048,512,35,0.004288,0.022976,PASS
2048,512,36,0.005632,0.023233,PASS
2048,512,37,0.005632,0.02448,PASS
2048,512,38,0.004384,0.023904,PASS
2048,512,39,0.00432,0.023168,PASS
2048,512,40,0.004384,0.023424,PASS
2048,512,41,0.005632,0.023616,PASS
2048,512,42,0.005792,0.027329,PASS
2048,512,43,0.004448,0.023712,PASS
2048,512,44,0.005728,0.023648,PASS
2048,512,45,0.005728,0.023552,PASS
2048,512,46,0.005664,0.02448,PASS
2048,512,47,0.004352,0.023585,PASS
2048,512,48,0.00576,0.022496,PASS
2048,512,49,0.00448,0.023392,PASS
2048,512,50,0.005568,0.023008,PASS
2048,512,51,0.005568,0.022976,PASS
2048,512,52,0.005792,0.024289,PASS
2048,512,53,0.0056,0.023968,PASS
2048,512,54,0.005568,0.025088,PASS
2048,512,55,0.005632,0.024416,PASS
2048,512,56,0.004288,0.02368,PASS
2048,512,57,0.005792,0.023585,PASS
2048,512,58,0.004416,0.026752,PASS
2048,512,59,0.00432,0.02448,PASS
2048,512,60,0.004288,0.024224,PASS
2048,512,61,0.005728,0.024704,PASS
2048,512,62,0.005568,0.024576,PASS
2048,512,63,0.0056,0.024033,PASS
2048,512,64,0.005536,0.024224,PASS
2048,512,65,0.005664,0.025664,PASS
2048,512,66,0.0056,0.02432,PASS
2048,512,67,0.00448,0.024512,PASS
2048,512,68,0.005632,0.024449,PASS
2048,512,69,0.005792,0.02432,PASS
2048,512,70,0.004416,0.024928,PASS
2048,512,71,0.005664,0.02464,PASS
2048,512,72,0.005664,0.025408,PASS
2048,512,73,0.005824,0.025697,PASS
2048,512,74,0.005792,0.024672,PASS
2048,512,75,0.00448,0.024352,PASS
2048,512,76,0.005824,0.025056,PASS
2048,512,77,0.005792,0.024896,PASS
2048,512,78,0.005568,0.024385,PASS
2048,512,79,0.005568,0.024832,PASS
2048,512,80,0.005952,0.024512,PASS
2048,512,81,0.006016,0.0256,PASS
2048,512,82,0.005728,0.024096,PASS
2048,512,83,0.00576,0.024065,PASS
2048,512,84,0.005536,0.025376,PASS
2048,512,85,0.005536,0.024,PASS
2048,512,86,0.004416,0.024064,PASS
2048,512,87,0.005536,0.02672,PASS
2048,512,88,0.00448,0.024641,PASS
2048,512,89,0.005696,0.02432,PASS
2048,512,90,0.004416,0.026528,PASS
2048,512,91,0.005696,0.024,PASS
2048,512,92,0.003968,0.024064,PASS
2048,512,93,0.005568,0.023617,PASS
2048,512,94,0.005664,0.024672,PASS
2048,512,95,0.004896,0.025408,PASS
2048,512,96,0.006048,0.024448,PASS
2048,512,97,0.005696,0.025664,PASS
2048,512,98,0.0056,0.025825,PASS
2048,512,99,0.005504,0.024416,PASS
4096,128,0,0.006592,0.049472,PASS
4096,128,1,0.005696,0.026656,PASS
4096,128,2,0.00416,0.032993,PASS
4096,128,3,0.005696,0.024768,PASS
4096,128,4,0.004352,0.025664,PASS
4096,128,5,0.005984,0.024384,PASS
4096,128,6,0.00608,0.024576,PASS
4096,128,7,0.005568,0.024512,PASS
4096,128,8,0.004352,0.024673,PASS
4096,128,9,0.005504,0.025536,PASS
4096,128,10,0.005536,0.02544,PASS
4096,128,11,0.005568,0.025472,PASS
4096,128,12,0.005504,0.026592,PASS
4096,128,13,0.004672,0.024705,PASS
4096,128,14,0.00624,0.02656,PASS
4096,128,15,0.00432,0.02448,PASS
4096,128,16,0.005568,0.024672,PASS
4096,128,17,0.004384,0.026304,PASS
4096,128,18,0.005568,0.026753,PASS
4096,128,19,0.00416,0.024416,PASS
4096,128,20,0.005536,0.024768,PASS
4096,128,21,0.004544,0.025504,PASS
4096,128,22,0.005536,0.024064,PASS
4096,128,23,0.0056,0.025121,PASS
4096,128,24,0.005504,0.025248,PASS
4096,128,25,0.005696,0.026816,PASS
4096,128,26,0.004416,0.025056,PASS
4096,128,27,0.004448,0.025792,PASS
4096,128,28,0.005824,0.024577,PASS
4096,128,29,0.004384,0.026784,PASS
4096,128,30,0.004416,0.024544,PASS
4096,128,31,0.004384,0.024704,PASS
4096,128,32,0.004448,0.026464,PASS
4096,128,33,0.005632,0.026401,PASS
4096,128,34,0.0056,0.025568,PASS
4096,128,35,0.004128,0.02672,PASS
4096,128,36,0.004448,0.0256,PASS
4096,128,37,0.005856,0.025633,PASS
4096,128,38,0.004384,0.025472,PASS
4096,128,39,0.005728,0.024544,PASS
4096,128,40,0.004256,0.02656,PASS
4096,128,41,0.004352,0.03168,PASS
4096,128,42,0.00432,0.024513,PASS
4096,128,43,0.005728,0.026432,PASS
4096,128,44,0.005984,0.024928,PASS
4096,128,45,0.005856,0.024352,PASS
4096,128,46,0.00432,0.023904,PASS
4096,128,47,0.005824,0.023521,PASS
4096,128,48,0.005792,0.023456,PASS
4096,128,49,0.005728,0.023744,PASS
4096,128,50,0.00448,0.025216,PASS
4096,128,51,0.005504,0.02368,PASS
4096,128,52,0.005664,0.024,PASS
4096,128,53,0.005664,0.023105,PASS
4096,128,54,0.005568,0.024448,PASS
4096,128,55,0.004352,0.023488,PASS
4096,128,56,0.005664,0.024512,PASS
4096,128,57,0.00592,0.024544,PASS
4096,128,58,0.005792,0.023425,PASS
4096,128,59,0.005504,0.025952,PASS
4096,128,60,0.005696,0.025312,PASS
4096,128,61,0.005568,0.02352,PASS
4096,128,62,0.00432,0.024576,PASS
4096,128,63,0.00432,0.023361,PASS
