section,copy_pattern,size,bytes,stride,transpose_variant,rows,cols,matmul_variant,M,N,K,iterations,avg_kernel_ms,min_kernel_ms,effective_gbps,gflops,correct
copy,strided,16777216,67108864,64,,,,,,,,10,0.071398,0.069888,1879.842,,PASS
copy,strided,16777216,67108864,64,,,,,,,,50,0.072583,0.069600,1849.161,,PASS
copy,strided,16777216,67108864,64,,,,,,,,100,0.071830,0.069600,1868.545,,PASS
copy,contiguous,67108864,268435456,1,,,,,,,,10,0.187142,0.185408,2868.783,,PASS
copy,contiguous,67108864,268435456,1,,,,,,,,50,0.187705,0.184512,2860.185,,PASS
copy,contiguous,67108864,268435456,1,,,,,,,,100,0.187244,0.184576,2867.228,,PASS
copy,strided,67108864,268435456,2,,,,,,,,10,0.221446,0.220064,2424.383,,PASS
copy,strided,67108864,268435456,2,,,,,,,,50,0.221251,0.218624,2426.529,,PASS
copy,strided,67108864,268435456,2,,,,,,,,100,0.221048,0.218528,2428.750,,PASS
copy,strided,67108864,268435456,4,,,,,,,,10,0.241856,0.240800,2219.796,,PASS
copy,strided,67108864,268435456,4,,,,,,,,50,0.242171,0.239616,2216.904,,PASS
copy,strided,67108864,268435456,4,,,,,,,,100,0.241436,0.239232,2223.656,,PASS
copy,strided,67108864,268435456,8,,,,,,,,10,0.328214,0.326304,1635.732,,PASS
copy,strided,67108864,268435456,8,,,,,,,,50,0.328155,0.325120,1636.029,,PASS
copy,strided,67108864,268435456,8,,,,,,,,100,0.327660,0.325088,1638.500,,PASS
copy,strided,67108864,268435456,16,,,,,,,,10,0.620560,0.616928,865.139,,PASS
copy,strided,67108864,268435456,16,,,,,,,,50,0.619058,0.616160,867.239,,PASS
copy,strided,67108864,268435456,16,,,,,,,,100,0.618291,0.615392,868.315,,PASS
copy,strided,67108864,268435456,32,,,,,,,,10,1.199757,1.197216,447.483,,PASS
copy,strided,67108864,268435456,32,,,,,,,,50,1.198334,1.194016,448.014,,PASS
copy,strided,67108864,268435456,32,,,,,,,,100,1.197433,1.193312,448.352,,PASS
copy,strided,67108864,268435456,64,,,,,,,,10,1.200147,1.197568,447.338,,PASS
copy,strided,67108864,268435456,64,,,,,,,,50,1.199350,1.195680,447.635,,PASS
copy,strided,67108864,268435456,64,,,,,,,,100,1.199554,1.195776,447.559,,PASS
transpose,,,4194304,,naive_b16,1024,1024,,,,,10,0.009872,0.009184,849.737,,PASS
transpose,,,4194304,,naive_b16,1024,1024,,,,,50,0.010068,0.007648,833.208,,PASS
transpose,,,4194304,,naive_b16,1024,1024,,,,,100,0.009724,0.007808,862.656,,PASS
transpose,,,4194304,,tiled_t8_br8,1024,1024,,,,,10,0.015590,0.014112,538.062,,PASS
transpose,,,4194304,,tiled_t8_br8,1024,1024,,,,,50,0.015934,0.013696,526.457,,PASS
transpose,,,4194304,,tiled_t8_br8,1024,1024,,,,,100,0.015834,0.014112,529.777,,PASS
transpose,,,4194304,,tiled_t16_br8,1024,1024,,,,,10,0.009395,0.007872,892.861,,PASS
transpose,,,4194304,,tiled_t16_br8,1024,1024,,,,,50,0.009943,0.008352,843.666,,PASS
transpose,,,4194304,,tiled_t16_br8,1024,1024,,,,,100,0.009296,0.006752,902.420,,PASS
transpose,,,4194304,,tiled_t32_br8,1024,1024,,,,,10,0.007693,0.007200,1090.449,,PASS
transpose,,,4194304,,tiled_t32_br8,1024,1024,,,,,50,0.007875,0.005792,1065.193,,PASS
transpose,,,4194304,,tiled_t32_br8,1024,1024,,,,,100,0.007834,0.005728,1070.850,,PASS
transpose,,,8388608,,naive_b16,2048,1024,,,,,10,0.012880,0.011712,1302.579,,PASS
transpose,,,8388608,,naive_b16,2048,1024,,,,,50,0.012936,0.010464,1296.972,,PASS
transpose,,,8388608,,naive_b16,2048,1024,,,,,100,0.012682,0.010240,1322.924,,PASS
transpose,,,8388608,,tiled_t8_br8,2048,1024,,,,,10,0.024173,0.023328,694.053,,PASS
transpose,,,8388608,,tiled_t8_br8,2048,1024,,,,,50,0.024300,0.021952,690.434,,PASS
transpose,,,8388608,,tiled_t8_br8,2048,1024,,,,,100,0.024177,0.021920,693.934,,PASS
transpose,,,8388608,,tiled_t16_br8,2048,1024,,,,,10,0.011507,0.010368,1457.976,,PASS
transpose,,,8388608,,tiled_t16_br8,2048,1024,,,,,50,0.011958,0.009856,1403.040,,PASS
transpose,,,8388608,,tiled_t16_br8,2048,1024,,,,,100,0.011794,0.009856,1422.492,,PASS
transpose,,,8388608,,tiled_t32_br8,2048,1024,,,,,10,0.009555,0.008800,1755.820,,PASS
transpose,,,8388608,,tiled_t32_br8,2048,1024,,,,,50,0.009569,0.007968,1753.354,,PASS
transpose,,,8388608,,tiled_t32_br8,2048,1024,,,,,100,0.009800,0.008128,1711.961,,PASS
transpose,,,33554432,,naive_b16,4096,2048,,,,,10,0.028106,0.026720,2387.740,,PASS
transpose,,,33554432,,naive_b16,4096,2048,,,,,50,0.029019,0.026752,2312.593,,PASS
transpose,,,33554432,,naive_b16,4096,2048,,,,,100,0.028623,0.026432,2344.576,,PASS
transpose,,,33554432,,tiled_t8_br8,4096,2048,,,,,10,0.075686,0.075104,886.670,,PASS
transpose,,,33554432,,tiled_t8_br8,4096,2048,,,,,50,0.076082,0.073504,882.061,,PASS
transpose,,,33554432,,tiled_t8_br8,4096,2048,,,,,100,0.075702,0.073792,886.483,,PASS
transpose,,,33554432,,tiled_t16_br8,4096,2048,,,,,10,0.023994,0.022016,2796.949,,PASS
transpose,,,33554432,,tiled_t16_br8,4096,2048,,,,,50,0.024543,0.022560,2734.370,,PASS
transpose,,,33554432,,tiled_t16_br8,4096,2048,,,,,100,0.024359,0.022336,2754.988,,PASS
transpose,,,33554432,,tiled_t32_br8,4096,2048,,,,,10,0.016525,0.014144,4061.100,,PASS
transpose,,,33554432,,tiled_t32_br8,4096,2048,,,,,50,0.016908,0.014048,3969.173,,PASS
transpose,,,33554432,,tiled_t32_br8,4096,2048,,,,,100,0.016733,0.014208,4010.464,,PASS
transpose,,,6144000,,naive_b16,1536,1000,,,,,10,0.012234,0.010304,1004.447,,PASS
transpose,,,6144000,,naive_b16,1536,1000,,,,,50,0.012448,0.009984,987.146,,PASS
transpose,,,6144000,,naive_b16,1536,1000,,,,,100,0.011964,0.010144,1027.068,,PASS
transpose,,,6144000,,tiled_t8_br8,1536,1000,,,,,10,0.019939,0.019392,616.273,,PASS
transpose,,,6144000,,tiled_t8_br8,1536,1000,,,,,50,0.019959,0.017504,615.661,,PASS
transpose,,,6144000,,tiled_t8_br8,1536,1000,,,,,100,0.019831,0.017760,619.645,,PASS
transpose,,,6144000,,tiled_t16_br8,1536,1000,,,,,10,0.009821,0.007808,1251.222,,PASS
transpose,,,6144000,,tiled_t16_br8,1536,1000,,,,,50,0.010112,0.007808,1215.190,,PASS
transpose,,,6144000,,tiled_t16_br8,1536,1000,,,,,100,0.010056,0.008160,1221.957,,PASS
transpose,,,6144000,,tiled_t32_br8,1536,1000,,,,,10,0.008522,0.006720,1441.983,,PASS
transpose,,,6144000,,tiled_t32_br8,1536,1000,,,,,50,0.009149,0.007520,1343.033,,PASS
transpose,,,6144000,,tiled_t32_br8,1536,1000,,,,,100,0.008790,0.006336,1397.939,,PASS
transpose,,,9547776,,naive_b16,3072,777,,,,,10,0.014659,0.013568,1302.633,,PASS
transpose,,,9547776,,naive_b16,3072,777,,,,,50,0.015944,0.013664,1197.688,,PASS
transpose,,,9547776,,naive_b16,3072,777,,,,,100,0.015197,0.012960,1256.524,,PASS
transpose,,,9547776,,tiled_t8_br8,3072,777,,,,,10,0.025254,0.024416,756.128,,PASS
transpose,,,9547776,,tiled_t8_br8,3072,777,,,,,50,0.026517,0.024128,720.122,,PASS
transpose,,,9547776,,tiled_t8_br8,3072,777,,,,,100,0.026354,0.024704,724.581,,PASS
transpose,,,9547776,,tiled_t16_br8,3072,777,,,,,10,0.011632,0.010400,1641.640,,PASS
transpose,,,9547776,,tiled_t16_br8,3072,777,,,,,50,0.011606,0.009888,1645.260,,PASS
transpose,,,9547776,,tiled_t16_br8,3072,777,,,,,100,0.011811,0.009888,1616.776,,PASS
transpose,,,9547776,,tiled_t32_br8,3072,777,,,,,10,0.009494,0.008928,2011.244,,PASS
transpose,,,9547776,,tiled_t32_br8,3072,777,,,,,50,0.009593,0.008000,1990.580,,PASS
transpose,,,9547776,,tiled_t32_br8,3072,777,,,,,100,0.009638,0.007616,1981.261,,PASS
matmul,,,,,,,,naive_b16,256,256,256,10,0.041373,0.040800,,811.026,PASS
matmul,,,,,,,,naive_b16,256,256,256,50,0.041302,0.040480,,812.409,PASS
matmul,,,,,,,,naive_b16,256,256,256,100,0.041086,0.039424,,816.693,PASS
matmul,,,,,,,,tiled_t8,256,256,256,10,0.020013,0.018464,,1676.649,PASS
matmul,,,,,,,,tiled_t8,256,256,256,50,0.020480,0.018688,,1638.400,PASS
matmul,,,,,,,,tiled_t8,256,256,256,100,0.020608,0.018912,,1628.249,PASS
matmul,,,,,,,,tiled_t16,256,256,256,10,0.032931,0.032480,,1018.925,PASS
matmul,,,,,,,,tiled_t16,256,256,256,50,0.033186,0.032384,,1011.104,PASS
matmul,,,,,,,,tiled_t16,256,256,256,100,0.033310,0.032352,,1007.326,PASS
matmul,,,,,,,,tiled_t32,256,256,256,10,0.156390,0.155520,,214.556,PASS
matmul,,,,,,,,tiled_t32,256,256,256,50,0.156340,0.155168,,214.624,PASS
matmul,,,,,,,,tiled_t32,256,256,256,100,0.156195,0.155104,,214.824,PASS
matmul,,,,,,,,naive_b16,512,512,512,10,0.247725,0.246432,,1083.603,PASS
matmul,,,,,,,,naive_b16,512,512,512,50,0.247848,0.246048,,1083.066,PASS
matmul,,,,,,,,naive_b16,512,512,512,100,0.247426,0.245792,,1084.911,PASS
matmul,,,,,,,,tiled_t8,512,512,512,10,0.094186,0.093280,,2850.069,PASS
matmul,,,,,,,,tiled_t8,512,512,512,50,0.094219,0.092640,,2849.063,PASS
matmul,,,,,,,,tiled_t8,512,512,512,100,0.094060,0.092224,,2853.889,PASS
matmul,,,,,,,,tiled_t16,512,512,512,10,0.182115,0.180224,,1473.987,PASS
matmul,,,,,,,,tiled_t16,512,512,512,50,0.181992,0.180448,,1474.988,PASS
matmul,,,,,,,,tiled_t16,512,512,512,100,0.181749,0.180448,,1476.959,PASS
matmul,,,,,,,,tiled_t32,512,512,512,10,0.602518,0.601408,,445.522,PASS
matmul,,,,,,,,tiled_t32,512,512,512,50,0.602986,0.601696,,445.177,PASS
matmul,,,,,,,,tiled_t32,512,512,512,100,0.603063,0.600704,,445.120,PASS
matmul,,,,,,,,naive_b16,768,768,768,10,0.836918,0.835456,,1082.507,PASS
matmul,,,,,,,,naive_b16,768,768,768,50,0.836808,0.835104,,1082.649,PASS
matmul,,,,,,,,naive_b16,768,768,768,100,0.836788,0.834656,,1082.675,PASS
matmul,,,,,,,,tiled_t8,768,768,768,10,0.289974,0.288672,,3124.309,PASS
matmul,,,,,,,,tiled_t8,768,768,768,50,0.289776,0.288352,,3126.448,PASS
matmul,,,,,,,,tiled_t8,768,768,768,100,0.289867,0.288512,,3125.464,PASS
matmul,,,,,,,,tiled_t16,768,768,768,10,0.596630,0.595360,,1518.477,PASS
matmul,,,,,,,,tiled_t16,768,768,768,50,0.596529,0.595360,,1518.736,PASS
matmul,,,,,,,,tiled_t16,768,768,768,100,0.596292,0.594368,,1519.339,PASS
matmul,,,,,,,,tiled_t32,768,768,768,10,1.792544,1.789952,,505.410,PASS
matmul,,,,,,,,tiled_t32,768,768,768,50,1.792603,1.789920,,505.393,PASS
matmul,,,,,,,,tiled_t32,768,768,768,100,1.792404,1.789792,,505.449,PASS
matmul,,,,,,,,naive_b16,384,1024,160,10,0.126230,0.124768,,996.821,PASS
matmul,,,,,,,,naive_b16,384,1024,160,50,0.125999,0.124704,,998.649,PASS
matmul,,,,,,,,naive_b16,384,1024,160,100,0.126071,0.124864,,998.081,PASS
matmul,,,,,,,,tiled_t8,384,1024,160,10,0.047590,0.047008,,2644.002,PASS
matmul,,,,,,,,tiled_t8,384,1024,160,50,0.047574,0.046432,,2644.927,PASS
matmul,,,,,,,,tiled_t8,384,1024,160,100,0.047439,0.046528,,2652.456,PASS
matmul,,,,,,,,tiled_t16,384,1024,160,10,0.091792,0.090432,,1370.807,PASS
matmul,,,,,,,,tiled_t16,384,1024,160,50,0.091853,0.090336,,1369.900,PASS
matmul,,,,,,,,tiled_t16,384,1024,160,100,0.091747,0.090368,,1371.486,PASS
matmul,,,,,,,,tiled_t32,384,1024,160,10,0.286701,0.285856,,438.887,PASS
matmul,,,,,,,,tiled_t32,384,1024,160,50,0.287011,0.285248,,438.412,PASS
matmul,,,,,,,,tiled_t32,384,1024,160,100,0.286979,0.285312,,438.460,PASS
matmul,,,,,,,,naive_b16,511,257,769,10,0.109837,0.108416,,1838.918,PASS
matmul,,,,,,,,naive_b16,511,257,769,50,0.110340,0.108416,,1830.525,PASS
matmul,,,,,,,,naive_b16,511,257,769,100,0.109888,0.108352,,1838.056,PASS
matmul,,,,,,,,tiled_t8,511,257,769,10,0.074122,0.073120,,2724.994,PASS
matmul,,,,,,,,tiled_t8,511,257,769,50,0.074120,0.073088,,2725.042,PASS
matmul,,,,,,,,tiled_t8,511,257,769,100,0.074265,0.072256,,2719.733,PASS
matmul,,,,,,,,tiled_t16,511,257,769,10,0.152096,0.151392,,1327.983,PASS
matmul,,,,,,,,tiled_t16,511,257,769,50,0.151935,0.150944,,1329.387,PASS
matmul,,,,,,,,tiled_t16,511,257,769,100,0.151930,0.150944,,1329.432,PASS
matmul,,,,,,,,tiled_t32,511,257,769,10,0.456848,0.456128,,442.118,PASS
matmul,,,,,,,,tiled_t32,511,257,769,50,0.457272,0.455168,,441.709,PASS
matmul,,,,,,,,tiled_t32,511,257,769,100,0.457252,0.455456,,441.727,PASS
