copy_pattern,size,bytes,stride,iterations,avg_kernel_ms,min_kernel_ms,effective_gbps,correct
strided,4194304,16777216,4,100,0.045583,0.038976,736.122,PASS
strided,4194304,16777216,8,10,0.044234,0.040768,758.573,PASS
strided,4194304,16777216,8,50,0.044833,0.039040,748.438,PASS
strided,4194304,16777216,8,100,0.044574,0.039232,752.779,PASS
strided,4194304,16777216,16,10,0.045549,0.040768,736.670,PASS
strided,4194304,16777216,16,50,0.044147,0.039616,760.058,PASS
strided,4194304,16777216,16,100,0.044723,0.039648,750.269,PASS
strided,4194304,16777216,32,10,0.050157,0.046976,668.991,PASS
strided,4194304,16777216,32,50,0.048856,0.046208,686.798,PASS
strided,4194304,16777216,32,100,0.049425,0.046208,678.896,PASS
strided,4194304,16777216,64,10,0.049866,0.047392,672.897,PASS
strided,4194304,16777216,64,50,0.049727,0.045920,674.777,PASS
strided,4194304,16777216,64,100,0.049107,0.045696,683.294,PASS
contiguous,16777216,67108864,1,10,0.032496,0.030144,4130.285,PASS
contiguous,16777216,67108864,1,50,0.031207,0.029536,4300.880,PASS
contiguous,16777216,67108864,1,100,0.031347,0.029280,4281.693,PASS
strided,16777216,67108864,2,10,0.120810,0.116480,1110.986,PASS
strided,16777216,67108864,2,50,0.118569,0.115616,1131.980,PASS
strided,16777216,67108864,2,100,0.118859,0.115104,1129.222,PASS
strided,16777216,67108864,4,10,0.122995,0.117696,1091.244,PASS
strided,16777216,67108864,4,50,0.121892,0.118368,1101.122,PASS
strided,16777216,67108864,4,100,0.120661,0.116416,1112.350,PASS
strided,16777216,67108864,8,10,0.125539,0.122144,1069.130,PASS
strided,16777216,67108864,8,50,0.124680,0.121152,1076.495,PASS
strided,16777216,67108864,8,100,0.124691,0.121248,1076.404,PASS
strided,16777216,67108864,16,10,0.140950,0.136928,952.234,PASS
strided,16777216,67108864,16,50,0.138883,0.135680,966.412,PASS
strided,16777216,67108864,16,100,0.139167,0.135808,964.434,PASS
strided,16777216,67108864,32,10,0.155261,0.150560,864.466,PASS
strided,16777216,67108864,32,50,0.153316,0.149184,875.433,PASS
strided,16777216,67108864,32,100,0.153046,0.149952,876.974,PASS
strided,16777216,67108864,64,10,0.122861,0.118784,1092.437,PASS
strided,16777216,67108864,64,50,0.120846,0.117504,1110.650,PASS
strided,16777216,67108864,64,100,0.121358,0.116960,1105.964,PASS
contiguous,67108864,268435456,1,10,0.092205,0.090080,5822.592,PASS
contiguous,67108864,268435456,1,50,0.090746,0.088384,5916.178,PASS
contiguous,67108864,268435456,1,100,0.090758,0.088896,5915.406,PASS
strided,67108864,268435456,2,10,0.389750,0.384352,1377.474,PASS
strided,67108864,268435456,2,50,0.387892,0.383776,1384.074,PASS
strided,67108864,268435456,2,100,0.387531,0.383712,1385.363,PASS
strided,67108864,268435456,4,10,0.428144,0.421344,1253.949,PASS
strided,67108864,268435456,4,50,0.424150,0.419712,1265.758,PASS
strided,67108864,268435456,4,100,0.423610,0.419968,1267.371,PASS
strided,67108864,268435456,8,10,0.529578,0.523776,1013.772,PASS
strided,67108864,268435456,8,50,0.525402,0.519840,1021.828,PASS
strided,67108864,268435456,8,100,0.526282,0.520736,1020.121,PASS
strided,67108864,268435456,16,10,0.821827,0.816288,653.265,PASS
strided,67108864,268435456,16,50,0.819075,0.809056,655.460,PASS
strided,67108864,268435456,16,100,0.817713,0.809056,656.552,PASS
strided,67108864,268435456,32,10,1.402461,1.394624,382.806,PASS
strided,67108864,268435456,32,50,1.398874,1.391808,383.788,PASS
strided,67108864,268435456,32,100,1.399735,1.391104,383.552,PASS
strided,67108864,268435456,64,10,0.873280,0.863296,614.775,PASS
strided,67108864,268435456,64,50,0.882502,0.864000,608.351,PASS
strided,67108864,268435456,64,100,0.878565,0.858272,611.077,PASS
