section,copy_pattern,size,bytes,stride,transpose_variant,rows,cols,matmul_variant,M,N,K,iterations,avg_kernel_ms,min_kernel_ms,effective_gbps,gflops,correct
copy,contiguous,1048576,4194304,1,,,,,,,,10,0.007987,0.006208,1050.256,,PASS
copy,contiguous,1048576,4194304,1,,,,,,,,50,0.008143,0.006208,1030.197,,PASS
copy,contiguous,1048576,4194304,1,,,,,,,,100,0.007798,0.006208,1075.727,,PASS
copy,strided,1048576,4194304,2,,,,,,,,10,0.008269,0.008032,1014.489,,PASS
copy,strided,1048576,4194304,2,,,,,,,,50,0.008132,0.006432,1031.494,,PASS
copy,strided,1048576,4194304,2,,,,,,,,100,0.007940,0.006432,1056.564,,PASS
copy,strided,1048576,4194304,4,,,,,,,,10,0.008218,0.007584,1020.810,,PASS
copy,strided,1048576,4194304,4,,,,,,,,50,0.007997,0.006560,1048.912,,PASS
copy,strided,1048576,4194304,4,,,,,,,,100,0.008050,0.006592,1042.115,,PASS
copy,strided,1048576,4194304,8,,,,,,,,10,0.007811,0.007552,1073.921,,PASS
copy,strided,1048576,4194304,8,,,,,,,,50,0.008092,0.007552,1036.716,,PASS
copy,strided,1048576,4194304,8,,,,,,,,100,0.008205,0.007520,1022.323,,PASS
copy,strided,1048576,4194304,16,,,,,,,,10,0.007920,0.007552,1059.168,,PASS
copy,strided,1048576,4194304,16,,,,,,,,50,0.008914,0.007520,941.068,,PASS
copy,strided,1048576,4194304,16,,,,,,,,100,0.008092,0.007552,1036.634,,PASS
copy,strided,1048576,4194304,32,,,,,,,,10,0.010038,0.009600,835.652,,PASS
copy,strided,1048576,4194304,32,,,,,,,,50,0.010159,0.009600,825.754,,PASS
copy,strided,1048576,4194304,32,,,,,,,,100,0.010086,0.009568,831.728,,PASS
copy,strided,1048576,4194304,64,,,,,,,,10,0.010016,0.009728,837.521,,PASS
copy,strided,1048576,4194304,64,,,,,,,,50,0.010231,0.009568,819.917,,PASS
copy,strided,1048576,4194304,64,,,,,,,,100,0.010169,0.009568,824.897,,PASS
copy,contiguous,4194304,16777216,1,,,,,,,,10,0.014307,0.013792,2345.283,,PASS
copy,contiguous,4194304,16777216,1,,,,,,,,50,0.014620,0.012704,2295.180,,PASS
copy,contiguous,4194304,16777216,1,,,,,,,,100,0.014469,0.012704,2318.985,,PASS
copy,strided,4194304,16777216,2,,,,,,,,10,0.014266,0.013792,2352.122,,PASS
copy,strided,4194304,16777216,2,,,,,,,,50,0.014518,0.013664,2311.166,,PASS
copy,strided,4194304,16777216,2,,,,,,,,100,0.014251,0.013664,2354.552,,PASS
copy,strided,4194304,16777216,4,,,,,,,,10,0.014051,0.013664,2388.012,,PASS
copy,strided,4194304,16777216,4,,,,,,,,50,0.014566,0.013664,2303.651,,PASS
copy,strided,4194304,16777216,4,,,,,,,,100,0.014246,0.013632,2355.398,,PASS
copy,strided,4194304,16777216,8,,,,,,,,10,0.014346,0.013824,2339.005,,PASS
copy,strided,4194304,16777216,8,,,,,,,,50,0.014528,0.013696,2309.639,,PASS
copy,strided,4194304,16777216,8,,,,,,,,100,0.014358,0.013664,2336.920,,PASS
copy,strided,4194304,16777216,16,,,,,,,,10,0.016227,0.015808,2067.790,,PASS
copy,strided,4194304,16777216,16,,,,,,,,50,0.016603,0.015744,2021.001,,PASS
copy,strided,4194304,16777216,16,,,,,,,,100,0.016409,0.015712,2044.925,,PASS
copy,strided,4194304,16777216,32,,,,,,,,10,0.022528,0.021856,1489.455,,PASS
copy,strided,4194304,16777216,32,,,,,,,,50,0.022508,0.021856,1490.767,,PASS
copy,strided,4194304,16777216,32,,,,,,,,100,0.022353,0.021856,1501.139,,PASS
copy,strided,4194304,16777216,64,,,,,,,,10,0.022710,0.022048,1477.492,,PASS
copy,strided,4194304,16777216,64,,,,,,,,50,0.022493,0.021888,1491.743,,PASS
copy,strided,4194304,16777216,64,,,,,,,,100,0.022351,0.021856,1501.225,,PASS
copy,contiguous,16777216,67108864,1,,,,,,,,10,0.050925,0.049472,2635.606,,PASS
copy,contiguous,16777216,67108864,1,,,,,,,,50,0.050855,0.049280,2639.222,,PASS
copy,contiguous,16777216,67108864,1,,,,,,,,100,0.050815,0.049216,2641.283,,PASS
copy,strided,16777216,67108864,2,,,,,,,,10,0.055155,0.054688,2433.456,,PASS
copy,strided,16777216,67108864,2,,,,,,,,50,0.055338,0.054592,2425.435,,PASS
copy,strided,16777216,67108864,2,,,,,,,,100,0.055194,0.054624,2431.748,,PASS
copy,strided,16777216,67108864,4,,,,,,,,10,0.046752,0.045344,2870.845,,PASS
copy,strided,16777216,67108864,4,,,,,,,,50,0.047154,0.045344,2846.375,,PASS
copy,strided,16777216,67108864,4,,,,,,,,100,0.046924,0.045408,2860.332,,PASS
copy,strided,16777216,67108864,8,,,,,,,,10,0.047155,0.046432,2846.298,,PASS
copy,strided,16777216,67108864,8,,,,,,,,50,0.047174,0.046432,2845.139,,PASS
copy,strided,16777216,67108864,8,,,,,,,,100,0.047051,0.046464,2852.628,,PASS
copy,strided,16777216,67108864,16,,,,,,,,10,0.052355,0.050816,2563.599,,PASS
copy,strided,16777216,67108864,16,,,,,,,,50,0.052248,0.050848,2568.843,,PASS
copy,strided,16777216,67108864,16,,,,,,,,100,0.051628,0.050592,2599.716,,PASS
copy,strided,16777216,67108864,32,,,,,,,,10,0.072816,0.071392,1843.245,,PASS
copy,strided,16777216,67108864,32,,,,,,,,50,0.072769,0.071392,1844.444,,PASS
copy,strided,16777216,67108864,32,,,,,,,,100,0.072349,0.071072,1855.148,,PASS
copy,strided,16777216,67108864,64,,,,,,,,10,0.070461,0.069280,1904.857,,PASS
copy,strided,16777216,67108864,64,,,,,,,,50,0.070164,0.069120,1912.901,,PASS
copy,strided,16777216,67108864,64,,,,,,,,100,0.070160,0.069056,1913.032,,PASS
copy,contiguous,67108864,268435456,1,,,,,,,,10,0.184957,0.184096,2902.682,,PASS
copy,contiguous,67108864,268435456,1,,,,,,,,50,0.185542,0.183776,2893.531,,PASS
copy,contiguous,67108864,268435456,1,,,,,,,,100,0.185385,0.183840,2895.973,,PASS
copy,strided,67108864,268435456,2,,,,,,,,10,0.219059,0.218592,2450.803,,PASS
copy,strided,67108864,268435456,2,,,,,,,,50,0.219226,0.218496,2448.942,,PASS
copy,strided,67108864,268435456,2,,,,,,,,100,0.219078,0.217408,2450.595,,PASS
copy,strided,67108864,268435456,4,,,,,,,,10,0.239725,0.239040,2239.530,,PASS
copy,strided,67108864,268435456,4,,,,,,,,50,0.239636,0.239040,2240.362,,PASS
copy,strided,67108864,268435456,4,,,,,,,,100,0.239580,0.238944,2240.885,,PASS
copy,strided,67108864,268435456,8,,,,,,,,10,0.325882,0.325152,1647.442,,PASS
copy,strided,67108864,268435456,8,,,,,,,,50,0.325755,0.323808,1648.079,,PASS
copy,strided,67108864,268435456,8,,,,,,,,100,0.325502,0.324960,1649.361,,PASS
copy,strided,67108864,268435456,16,,,,,,,,10,0.618134,0.616096,868.534,,PASS
copy,strided,67108864,268435456,16,,,,,,,,50,0.616243,0.613888,871.201,,PASS
copy,strided,67108864,268435456,16,,,,,,,,100,0.615664,0.613792,872.020,,PASS
copy,strided,67108864,268435456,32,,,,,,,,10,1.198109,1.195456,448.099,,PASS
copy,strided,67108864,268435456,32,,,,,,,,50,1.194128,1.191488,449.592,,PASS
copy,strided,67108864,268435456,32,,,,,,,,100,1.193557,1.191328,449.807,,PASS
copy,strided,67108864,268435456,64,,,,,,,,10,1.193325,1.189760,449.895,,PASS
copy,strided,67108864,268435456,64,,,,,,,,50,1.189453,1.187616,451.359,,PASS
copy,strided,67108864,268435456,64,,,,,,,,100,1.189552,1.187616,451.322,,PASS
transpose,,,4194304,,naive,1024,1024,,,,,10,0.008269,0.007616,1014.489,,PASS
transpose,,,4194304,,naive,1024,1024,,,,,50,0.008252,0.007520,1016.614,,PASS
transpose,,,4194304,,naive,1024,1024,,,,,100,0.008038,0.007520,1043.650,,PASS
transpose,,,4194304,,tiled,1024,1024,,,,,10,0.006029,0.005632,1391.422,,PASS
transpose,,,4194304,,tiled,1024,1024,,,,,50,0.006074,0.005568,1381.013,,PASS
transpose,,,4194304,,tiled,1024,1024,,,,,100,0.006019,0.005568,1393.641,,PASS
transpose,,,8388608,,naive,2048,1024,,,,,10,0.011286,0.010016,1486.498,,PASS
transpose,,,8388608,,naive,2048,1024,,,,,50,0.011228,0.010048,1494.209,,PASS
transpose,,,8388608,,naive,2048,1024,,,,,100,0.011050,0.010080,1518.267,,PASS
transpose,,,8388608,,tiled,2048,1024,,,,,10,0.007930,0.007520,2115.771,,PASS
transpose,,,8388608,,tiled,2048,1024,,,,,50,0.008205,0.007552,2044.805,,PASS
transpose,,,8388608,,tiled,2048,1024,,,,,100,0.008148,0.007552,2058.938,,PASS
transpose,,,33554432,,naive,4096,2048,,,,,10,0.026630,0.025952,2520.010,,PASS
transpose,,,33554432,,naive,4096,2048,,,,,50,0.026691,0.025952,2514.269,,PASS
transpose,,,33554432,,naive,4096,2048,,,,,100,0.026557,0.025952,2526.993,,PASS
transpose,,,33554432,,tiled,4096,2048,,,,,10,0.014131,0.013728,4748.985,,PASS
transpose,,,33554432,,tiled,4096,2048,,,,,50,0.014350,0.013696,4676.550,,PASS
transpose,,,33554432,,tiled,4096,2048,,,,,100,0.014431,0.013728,4650.211,,PASS
matmul,,,,,,,,naive,256,256,256,10,0.040784,0.039456,,822.735,PASS
matmul,,,,,,,,naive,256,256,256,50,0.040468,0.039424,,829.150,PASS
matmul,,,,,,,,naive,256,256,256,100,0.040532,0.039424,,827.854,PASS
matmul,,,,,,,,tiled,256,256,256,10,0.032451,0.032256,,1033.997,PASS
matmul,,,,,,,,tiled,256,256,256,50,0.032360,0.032224,,1036.921,PASS
matmul,,,,,,,,tiled,256,256,256,100,0.032332,0.032128,,1037.794,PASS
matmul,,,,,,,,naive,512,512,512,10,0.247229,0.245440,,1085.777,PASS
matmul,,,,,,,,naive,512,512,512,50,0.247190,0.245312,,1085.949,PASS
matmul,,,,,,,,naive,512,512,512,100,0.247237,0.245312,,1085.740,PASS
matmul,,,,,,,,tiled,512,512,512,10,0.181667,0.179904,,1477.622,PASS
matmul,,,,,,,,tiled,512,512,512,50,0.181676,0.179840,,1477.549,PASS
matmul,,,,,,,,tiled,512,512,512,100,0.181621,0.179808,,1477.997,PASS
matmul,,,,,,,,naive,768,768,768,10,0.836749,0.835168,,1082.726,PASS
matmul,,,,,,,,naive,768,768,768,50,0.836031,0.835072,,1083.656,PASS
matmul,,,,,,,,naive,768,768,768,100,0.836197,0.834944,,1083.440,PASS
matmul,,,,,,,,tiled,768,768,768,10,0.595811,0.595360,,1520.565,PASS
matmul,,,,,,,,tiled,768,768,768,50,0.595844,0.594592,,1520.482,PASS
matmul,,,,,,,,tiled,768,768,768,100,0.595743,0.594400,,1520.738,PASS
