copy_pattern,size,bytes,stride,iterations,avg_kernel_ms,min_kernel_ms,effective_gbps,correct
strided,4194304,16777216,8,100,0.014358,0.013664,2336.920,PASS
strided,4194304,16777216,16,10,0.016227,0.015808,2067.790,PASS
strided,4194304,16777216,16,50,0.016603,0.015744,2021.001,PASS
strided,4194304,16777216,16,100,0.016409,0.015712,2044.925,PASS
strided,4194304,16777216,32,10,0.022528,0.021856,1489.455,PASS
strided,4194304,16777216,32,50,0.022508,0.021856,1490.767,PASS
strided,4194304,16777216,32,100,0.022353,0.021856,1501.139,PASS
strided,4194304,16777216,64,10,0.022710,0.022048,1477.492,PASS
strided,4194304,16777216,64,50,0.022493,0.021888,1491.743,PASS
strided,4194304,16777216,64,100,0.022351,0.021856,1501.225,PASS
contiguous,16777216,67108864,1,10,0.050925,0.049472,2635.606,PASS
contiguous,16777216,67108864,1,50,0.050855,0.049280,2639.222,PASS
contiguous,16777216,67108864,1,100,0.050815,0.049216,2641.283,PASS
strided,16777216,67108864,2,10,0.055155,0.054688,2433.456,PASS
strided,16777216,67108864,2,50,0.055338,0.054592,2425.435,PASS
strided,16777216,67108864,2,100,0.055194,0.054624,2431.748,PASS
strided,16777216,67108864,4,10,0.046752,0.045344,2870.845,PASS
strided,16777216,67108864,4,50,0.047154,0.045344,2846.375,PASS
strided,16777216,67108864,4,100,0.046924,0.045408,2860.332,PASS
strided,16777216,67108864,8,10,0.047155,0.046432,2846.298,PASS
strided,16777216,67108864,8,50,0.047174,0.046432,2845.139,PASS
strided,16777216,67108864,8,100,0.047051,0.046464,2852.628,PASS
strided,16777216,67108864,16,10,0.052355,0.050816,2563.599,PASS
strided,16777216,67108864,16,50,0.052248,0.050848,2568.843,PASS
strided,16777216,67108864,16,100,0.051628,0.050592,2599.716,PASS
strided,16777216,67108864,32,10,0.072816,0.071392,1843.245,PASS
strided,16777216,67108864,32,50,0.072769,0.071392,1844.444,PASS
strided,16777216,67108864,32,100,0.072349,0.071072,1855.148,PASS
strided,16777216,67108864,64,10,0.070461,0.069280,1904.857,PASS
strided,16777216,67108864,64,50,0.070164,0.069120,1912.901,PASS
strided,16777216,67108864,64,100,0.070160,0.069056,1913.032,PASS
contiguous,67108864,268435456,1,10,0.184957,0.184096,2902.682,PASS
contiguous,67108864,268435456,1,50,0.185542,0.183776,2893.531,PASS
contiguous,67108864,268435456,1,100,0.185385,0.183840,2895.973,PASS
strided,67108864,268435456,2,10,0.219059,0.218592,2450.803,PASS
strided,67108864,268435456,2,50,0.219226,0.218496,2448.942,PASS
strided,67108864,268435456,2,100,0.219078,0.217408,2450.595,PASS
strided,67108864,268435456,4,10,0.239725,0.239040,2239.530,PASS
strided,67108864,268435456,4,50,0.239636,0.239040,2240.362,PASS
strided,67108864,268435456,4,100,0.239580,0.238944,2240.885,PASS
strided,67108864,268435456,8,10,0.325882,0.325152,1647.442,PASS
strided,67108864,268435456,8,50,0.325755,0.323808,1648.079,PASS
strided,67108864,268435456,8,100,0.325502,0.324960,1649.361,PASS
strided,67108864,268435456,16,10,0.618134,0.616096,868.534,PASS
strided,67108864,268435456,16,50,0.616243,0.613888,871.201,PASS
strided,67108864,268435456,16,100,0.615664,0.613792,872.020,PASS
strided,67108864,268435456,32,10,1.198109,1.195456,448.099,PASS
strided,67108864,268435456,32,50,1.194128,1.191488,449.592,PASS
strided,67108864,268435456,32,100,1.193557,1.191328,449.807,PASS
strided,67108864,268435456,64,10,1.193325,1.189760,449.895,PASS
strided,67108864,268435456,64,50,1.189453,1.187616,451.359,PASS
strided,67108864,268435456,64,100,1.189552,1.187616,451.322,PASS
